,player_id,name,team_id,team_name,sub_position,foot,height_in_cm,opponent_team_name,opponent_team,total_points,was_home,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
3335,524.0,Alphonse Areola,19.0,West Ham,Goalkeeper,right,195.0,City,13.0,4.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,29.0,76.0,0.0,0.0,7.6,1.0,0.00,0.00,0.00,3.63
3337,526.0,Jarrod Bowen,19.0,West Ham,Right Winger,left,175.0,City,13.0,2.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.6,4.9,0.0,1.0,1.0,0.00,0.03,0.03,3.63
3339,528.0,Vladimír Coufal,19.0,West Ham,Right-Back,right,174.0,City,13.0,4.0,True,1.0,3.0,5.0,86.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,14.3,2.0,5.1,1.0,0.00,0.24,0.24,3.63
3343,532.0,Emerson Palmieri dos Santos,19.0,West Ham,Left-Back,left,176.0,City,13.0,1.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.8,12.0,7.0,3.0,1.0,0.06,0.01,0.07,3.63
3353,542.0,Tomáš Souček,19.0,West Ham,Defensive Midfield,right,192.0,City,13.0,1.0,True,1.0,3.0,5.0,86.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,25.4,10.8,2.0,3.8,1.0,0.00,0.25,0.25,3.63
3355,544.0,Kurt Zouma,19.0,West Ham,Centre-Back,right,190.0,City,13.0,1.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.4,0.2,17.0,4.4,1.0,0.06,0.00,0.06,3.63
3452,642.0,Edson Álvarez Velázquez,19.0,West Ham,Defensive Midfield,right,190.0,City,13.0,1.0,True,1.0,3.0,5.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.6,0.2,0.0,0.8,1.0,0.00,0.00,0.00,2.84
3356,545.0,Rayan Aït-Nouri,20.0,Wolves,Left-Back,left,180.0,Liverpool,11.0,2.0,True,1.0,3.0,5.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.4,0.9,2.0,1.8,1.0,0.00,0.05,0.05,1.65
3362,551.0,Craig Dawson,20.0,Wolves,Centre-Back,right,188.0,Liverpool,11.0,1.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.6,0.6,9.0,2.7,1.0,0.06,0.01,0.07,2.55
3368,557.0,Hwang Hee-chan,20.0,Wolves,Centre-Forward,right,177.0,Liverpool,11.0,6.0,True,1.0,3.0,5.0,59.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.8,1.8,19.0,5.4,1.0,0.11,0.01,0.12,1.65
3370,559.0,João Victor Gomes da Silva,20.0,Wolves,Central Midfield,right,176.0,Liverpool,11.0,2.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.6,22.3,3.0,4.5,1.0,0.01,0.01,0.02,2.55
3374,563.0,Max Kilman,20.0,Wolves,Centre-Back,left,194.0,Liverpool,11.0,1.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.8,0.4,4.0,1.5,1.0,0.03,0.00,0.03,2.55
3376,565.0,Mario Lemina,20.0,Wolves,Defensive Midfield,right,184.0,Liverpool,11.0,2.0,True,1.0,3.0,5.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.8,4.8,6.0,2.3,1.0,0.04,0.00,0.04,1.85
3378,567.0,Pedro Lomba Neto,20.0,Wolves,Right Winger,left,172.0,Liverpool,11.0,5.0,True,1.0,3.0,5.0,90.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.2,54.9,17.0,10.5,1.0,0.03,0.73,0.76,2.55
3380,569.0,José Malheiro de Sá,20.0,Wolves,Goalkeeper,right,192.0,Liverpool,11.0,2.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,24.6,0.0,0.0,2.5,1.0,0.00,0.00,0.00,2.55
3381,570.0,Pablo Sarabia,20.0,Wolves,Right Winger,left,174.0,Liverpool,11.0,0.0,True,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3383,572.0,Nélson Cabral Semedo,20.0,Wolves,Right-Back,right,177.0,Liverpool,11.0,0.0,True,1.0,3.0,5.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,28.8,16.2,9.0,5.4,1.0,0.10,0.14,0.24,2.55
3384,573.0,Toti António Gomes,20.0,Wolves,Centre-Back,left,187.0,Liverpool,11.0,0.0,True,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3401,590.0,Matheus Santos Carneiro Da Cunha,20.0,Wolves,Centre-Forward,right,183.0,Liverpool,11.0,2.0,True,1.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.6,2.7,24.0,3.2,1.0,0.09,0.07,0.16,1.65
3519,5.0,Gabriel dos Santos Magalhães,1.0,Arsenal,Centre-Back,left,190.0,Spurs,18.0,1.0,True,2.0,2.0,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.8,1.7,8.0,1.8,1.0,0.07,0.01,0.08,1.50
3520,6.0,Kai Havertz,1.0,Arsenal,Attacking Midfield,left,193.0,Spurs,18.0,0.0,True,2.0,2.0,6.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,5.2,1.7,3.0,1.0,0.0,0.06,0.01,0.07,0.60
3522,8.0,Gabriel Fernando de Jesus,1.0,Arsenal,Centre-Forward,right,175.0,Spurs,18.0,2.0,True,2.0,2.0,6.0,76.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,2.6,33.0,4.5,1.0,0.50,0.01,0.51,1.31
3524,10.0,Jakub Kiwior,1.0,Arsenal,Centre-Back,left,189.0,Spurs,18.0,0.0,True,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3526,12.0,Gabriel Martinelli Silva,1.0,Arsenal,Left Winger,right,178.0,Spurs,18.0,0.0,True,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3527,13.0,Eddie Nketiah,1.0,Arsenal,Centre-Forward,right,175.0,Spurs,18.0,1.0,True,2.0,2.0,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.9,19.0,2.6,1.0,0.11,0.00,0.11,1.50
3528,14.0,Martin Ødegaard,1.0,Arsenal,Attacking Midfield,left,178.0,Spurs,18.0,1.0,True,2.0,2.0,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.2,29.9,15.0,5.6,1.0,0.04,0.05,0.09,1.50
3533,19.0,Bukayo Saka,1.0,Arsenal,Right Winger,left,178.0,Spurs,18.0,13.0,True,2.0,2.0,6.0,90.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,55.0,56.3,42.0,15.3,1.0,0.86,0.27,1.13,1.41
3534,20.0,William Saliba,1.0,Arsenal,Centre-Back,right,192.0,Spurs,18.0,1.0,True,2.0,2.0,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.2,1.3,0.0,2.3,1.0,0.00,0.01,0.01,1.50
3540,26.0,Leandro Trossard,1.0,Arsenal,Left Winger,right,172.0,Spurs,18.0,0.0,True,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3543,29.0,Benjamin White,1.0,Arsenal,Right-Back,right,186.0,Spurs,18.0,4.0,True,2.0,2.0,6.0,90.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.4,5.8,8.0,2.9,1.0,0.36,0.02,0.38,1.50
3545,31.0,Oleksandr Zinchenko,1.0,Arsenal,Left-Back,left,175.0,Spurs,18.0,1.0,True,2.0,2.0,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.4,5.3,0.0,2.3,1.0,0.00,0.06,0.06,1.50
3627,113.0,David Raya Martin,1.0,Arsenal,Goalkeeper,right,183.0,Spurs,18.0,2.0,True,2.0,2.0,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,24.2,0.0,0.0,2.4,1.0,0.00,0.00,0.00,1.50
4054,540.0,Declan Rice,1.0,Arsenal,Defensive Midfield,right,188.0,Spurs,18.0,1.0,True,2.0,2.0,6.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,0.8,6.0,0.9,1.0,0.06,0.00,0.06,0.90
3548,34.0,Leon Bailey,2.0,Villa,Left Winger,left,178.0,Chelsea,7.0,1.0,False,0.0,1.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.4,14.4,2.0,1.7,0.0,0.00,0.19,0.19,0.36
3550,36.0,Matty Cash,2.0,Villa,Right-Back,right,185.0,Chelsea,7.0,6.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.6,2.0,31.0,4.6,1.0,0.06,0.01,0.07,1.35
3556,42.0,Lucas Digne,2.0,Villa,Left-Back,left,178.0,Chelsea,7.0,5.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,13.6,5.8,10.0,2.9,1.0,0.01,0.03,0.04,1.35
3557,43.0,Douglas Luiz Soares de Paulo,2.0,Villa,Central Midfield,right,177.0,Chelsea,7.0,2.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,14.4,4.3,4.0,2.3,1.0,0.05,0.08,0.13,1.35
3562,48.0,Ezri Konsa Ngoyo,2.0,Villa,Centre-Back,right,183.0,Chelsea,7.0,7.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,21.2,0.3,9.0,3.1,1.0,0.21,0.00,0.21,1.35
3563,49.0,Emiliano Martínez Romero,2.0,Villa,Goalkeeper,right,195.0,Chelsea,7.0,6.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,27.0,34.8,0.0,0.0,3.5,1.0,0.00,0.00,0.00,1.35
3564,50.0,John McGinn,2.0,Villa,Central Midfield,left,178.0,Chelsea,7.0,3.0,False,0.0,1.0,6.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.4,1.3,0.0,0.5,1.0,0.00,0.02,0.02,0.99
3572,58.0,Youri Tielemans,2.0,Villa,Central Midfield,right,177.0,Chelsea,7.0,1.0,False,0.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.6,1.1,4.0,0.8,0.0,0.00,0.01,0.01,0.19
3574,60.0,Ollie Watkins,2.0,Villa,Centre-Forward,right,180.0,Chelsea,7.0,9.0,False,0.0,1.0,6.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,34.2,15.1,30.0,7.9,1.0,0.20,0.14,0.34,1.16
4098,584.0,Pau Torres,2.0,Villa,Centre-Back,left,192.0,Chelsea,7.0,8.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,15.0,11.4,2.0,2.8,1.0,0.00,0.00,0.00,1.35
4113,599.0,Moussa Diaby,2.0,Villa,Right Winger,left,171.0,Chelsea,7.0,3.0,False,0.0,1.0,6.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,12.7,23.0,4.1,1.0,0.18,0.05,0.23,1.16
3577,63.0,Philip Billing,3.0,Bournemouth,Central Midfield,left,193.0,Brighton,5.0,2.0,False,3.0,1.0,6.0,81.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.6,3.8,9.0,1.9,1.0,0.04,0.01,0.05,1.75
3579,65.0,Ryan Christie,3.0,Bournemouth,Attacking Midfield,left,178.0,Brighton,5.0,5.0,False,3.0,1.0,6.0,81.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.2,12.8,4.0,3.5,1.0,0.07,0.02,0.09,1.75
3580,66.0,Lewis Cook,3.0,Bournemouth,Central Midfield,right,175.0,Brighton,5.0,2.0,False,3.0,1.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,26.3,0.0,3.9,1.0,0.00,0.08,0.08,1.87
3586,72.0,Justin Kluivert,3.0,Bournemouth,Left Winger,both,172.0,Brighton,5.0,2.0,False,3.0,1.0,6.0,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.6,1.2,6.0,1.1,1.0,0.00,0.02,0.02,1.17
3591,77.0,Norberto Murara Neto,3.0,Bournemouth,Goalkeeper,right,190.0,Brighton,5.0,1.0,False,3.0,1.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,10.6,0.0,0.0,1.1,1.0,0.00,0.00,0.00,1.87
3596,82.0,Antoine Semenyo,3.0,Bournemouth,Right Winger,right,185.0,Brighton,5.0,1.0,False,3.0,1.0,6.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.2,0.6,40.0,4.8,0.0,0.09,0.00,0.09,0.70
3597,83.0,Marcos Senesi,3.0,Bournemouth,Centre-Back,left,185.0,Brighton,5.0,0.0,False,3.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,9.4,0.1,0.0,1.0,0.0,0.00,0.01,0.01,0.12
3599,85.0,Dominic Solanke,3.0,Bournemouth,Centre-Forward,right,186.0,Brighton,5.0,6.0,False,3.0,1.0,6.0,90.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.2,1.4,26.0,6.1,1.0,0.60,0.01,0.61,1.87
3600,86.0,Marcus Tavernier,3.0,Bournemouth,Left Winger,left,178.0,Brighton,5.0,2.0,False,3.0,1.0,6.0,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.6,12.8,4.0,3.3,1.0,0.00,0.08,0.08,1.17
3603,89.0,Illia Zabarnyi,3.0,Bournemouth,Centre-Back,right,189.0,Brighton,5.0,0.0,False,3.0,1.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,16.6,0.6,4.0,2.1,1.0,0.07,0.00,0.07,1.87
3610,96.0,Nathan Collins,4.0,Brentford,Centre-Back,right,193.0,Everton,9.0,1.0,True,1.0,3.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.2,11.3,2.0,3.7,1.0,0.00,0.01,0.01,1.84
3615,101.0,Mark Flekken,4.0,Brentford,Goalkeeper,both,195.0,Everton,9.0,2.0,True,1.0,3.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,23.2,0.0,0.0,2.3,1.0,0.00,0.00,0.00,1.84
3619,105.0,Vitaly Janelt,4.0,Brentford,Defensive Midfield,left,184.0,Everton,9.0,5.0,True,1.0,3.0,6.0,61.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.6,11.3,2.0,3.5,1.0,0.02,0.03,0.05,0.91
3620,106.0,Mathias Jensen,4.0,Brentford,Central Midfield,right,180.0,Everton,9.0,9.0,True,1.0,3.0,6.0,90.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,38.0,7.0,17.0,6.2,1.0,0.12,0.01,0.13,1.84
3622,108.0,Bryan Mbeumo,4.0,Brentford,Right Winger,left,171.0,Everton,9.0,1.0,True,1.0,3.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,11.4,20.8,22.0,5.4,1.0,0.16,0.18,0.34,1.84
3624,110.0,Christian Nørgaard,4.0,Brentford,Defensive Midfield,right,187.0,Everton,9.0,2.0,True,1.0,3.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,5.1,7.0,3.1,1.0,0.13,0.02,0.15,1.84
3626,112.0,Ethan Pinnock,4.0,Brentford,Centre-Back,left,194.0,Everton,9.0,1.0,True,1.0,3.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.4,0.6,10.0,3.3,1.0,0.22,0.00,0.22,1.84
3628,114.0,Mads Roerslev Rasmussen,4.0,Brentford,Right-Back,right,184.0,Everton,9.0,2.0,True,1.0,3.0,6.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.2,11.3,0.0,1.9,1.0,0.00,0.01,0.01,0.91
3633,119.0,Yoane Wissa,4.0,Brentford,Left Winger,right,176.0,Everton,9.0,2.0,True,1.0,3.0,6.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.6,10.8,10.0,2.3,1.0,0.05,0.02,0.07,1.84
3772,258.0,Neal Maupay,4.0,Brentford,Centre-Forward,right,173.0,Everton,9.0,0.0,True,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3636,122.0,Simon Adingra,5.0,Brighton,Left Winger,right,175.0,Bournemouth,3.0,2.0,True,3.0,1.0,6.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,27.1,2.0,3.6,1.0,0.00,0.11,0.11,1.27
3643,129.0,Lewis Dunk,5.0,Brighton,Centre-Back,right,192.0,Bournemouth,3.0,1.0,True,3.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,22.6,0.7,15.0,3.8,1.0,0.28,0.01,0.29,1.37
3645,131.0,Pervis Estupiñán,5.0,Brighton,Left-Back,left,175.0,Bournemouth,3.0,6.0,True,3.0,1.0,6.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,31.0,15.7,2.0,4.9,1.0,0.02,0.33,0.35,1.37
3646,132.0,Evan Ferguson,5.0,Brighton,Centre-Forward,right,188.0,Bournemouth,3.0,1.0,True,3.0,1.0,6.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.2,11.1,9.0,2.6,1.0,0.02,0.33,0.35,0.45
3647,133.0,Billy Gilmour,5.0,Brighton,Defensive Midfield,right,170.0,Bournemouth,3.0,6.0,True,3.0,1.0,6.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,26.0,15.0,56.1,2.0,7.3,1.0,0.01,0.14,0.15,1.37
3648,134.0,Pascal Groß,5.0,Brighton,Central Midfield,right,181.0,Bournemouth,3.0,0.0,True,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3649,135.0,João Pedro Junqueira de Jesus,5.0,Brighton,Centre-Forward,right,182.0,Bournemouth,3.0,1.0,True,3.0,1.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.4,12.9,9.0,3.2,0.0,0.08,0.22,0.30,0.85
3657,143.0,Kaoru Mitoma,5.0,Brighton,Left Winger,right,178.0,Bournemouth,3.0,14.0,True,3.0,1.0,6.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,69.0,0.8,70.0,14.0,0.0,0.72,0.02,0.74,0.92
3664,150.0,Jan Paul van Hecke,5.0,Brighton,Centre-Back,right,189.0,Bournemouth,3.0,0.0,True,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3668,154.0,Danny Welbeck,5.0,Brighton,Centre-Forward,right,185.0,Bournemouth,3.0,2.0,True,3.0,1.0,6.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.8,13.3,0.0,1.6,1.0,0.00,0.01,0.01,0.52
2767,660.0,Wilson Odobert,6.0,Burnley,Left Winger,right,182.0,Man Utd,14.0,0.0,True,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
2972,161.0,Josh Brownhill,6.0,Burnley,Central Midfield,right,179.0,Man Utd,14.0,2.0,True,0.0,1.0,6.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.6,40.1,7.0,6.0,1.0,0.10,0.21,0.31,0.75
3405,594.0,Zeki Amdouni,6.0,Burnley,Centre-Forward,both,185.0,Man Utd,14.0,2.0,True,0.0,1.0,6.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2,11.8,21.0,3.6,1.0,0.46,0.01,0.47,0.49
3407,596.0,James Trafford,6.0,Burnley,Goalkeeper,right,192.0,Man Utd,14.0,3.0,True,0.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,30.6,0.0,0.0,3.1,1.0,0.00,0.00,0.00,0.91
3659,145.0,Robert Sánchez,7.0,Chelsea,Goalkeeper,right,197.0,Villa,2.0,4.0,True,0.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,44.2,0.0,0.0,4.4,1.0,0.00,0.00,0.00,1.04
3711,197.0,Levi Colwill,7.0,Chelsea,Centre-Back,left,187.0,Villa,2.0,2.0,True,0.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.8,0.6,0.0,2.5,1.0,0.00,0.00,0.00,1.04
3713,199.0,Enzo Fernández,7.0,Chelsea,Central Midfield,right,178.0,Villa,2.0,3.0,True,0.0,1.0,6.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.8,3.7,6.0,1.8,1.0,0.21,0.01,0.22,0.32
3716,202.0,Conor Gallagher,7.0,Chelsea,Central Midfield,right,182.0,Villa,2.0,2.0,True,0.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.2,13.8,8.0,3.7,1.0,0.03,0.03,0.06,1.04
3717,203.0,Malo Gusto,7.0,Chelsea,Right-Back,right,178.0,Villa,2.0,-2.0,True,0.0,1.0,6.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,8.0,12.3,4.0,2.4,1.0,0.00,0.08,0.08,1.90
3724,210.0,Mykhailo Mudryk,7.0,Chelsea,Left Winger,right,175.0,Villa,2.0,3.0,True,0.0,1.0,6.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.6,14.1,6.0,2.8,1.0,0.00,0.21,0.21,0.21
3725,211.0,Nicolas Jackson,7.0,Chelsea,Centre-Forward,right,188.0,Villa,2.0,1.0,True,0.0,1.0,6.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,6.6,10.6,21.0,3.8,1.0,0.52,0.01,0.53,0.32
3730,216.0,Raheem Sterling,7.0,Chelsea,Left Winger,right,170.0,Villa,2.0,2.0,True,0.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,9.6,1.2,53.0,6.4,1.0,0.21,0.00,0.21,1.04
3731,217.0,Thiago Emiliano da Silva,7.0,Chelsea,Centre-Back,right,181.0,Villa,2.0,2.0,True,0.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,32.2,21.4,0.0,5.4,1.0,0.00,0.04,0.04,1.04
3876,362.0,Cole Palmer,7.0,Chelsea,Attacking Midfield,left,189.0,Villa,2.0,1.0,True,0.0,1.0,6.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.6,22.8,7.0,3.6,0.0,0.18,0.04,0.22,0.71
4125,611.0,Axel Disasi,7.0,Chelsea,Centre-Back,right,190.0,Villa,2.0,2.0,True,0.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.4,12.7,6.0,3.4,1.0,0.02,0.13,0.15,1.04
